customer_id,ingresos,margen_ratio,frecuencia,anios_relacion,cltv,dias_ultima_compra,estado_churn,items_comprados,items_devueltos,return_rate,cluster,cluster_label,churn_proba
1189,179.8,0.4,1,1.0,71.92,1379,Perdido,1,0,0.0,0,Perdido,0.9997
1606,179.8,0.4,1,1.0,71.92,945,Perdido,1,0,0.0,0,Perdido,0.9997
5713,179.8,0.4,1,1.0,71.92,1817,Perdido,1,0,0.0,0,Perdido,0.9997
1988,179.8,0.4,1,1.0,71.92,37,Activo,1,0,0.0,1,Regular Activo,
4163,179.8,0.4,1,1.0,71.92,110,Activo,1,0,0.0,1,Regular Activo,
1653,179.8,0.4,1,1.0,71.92,19,Activo,1,1,1.0,3,Devolutivo,
5499,179.8,0.4,1,1.0,71.92,78,Activo,1,1,1.0,3,Devolutivo,
1060,179.8,0.4,1,1.0,71.92,1430,Perdido,1,0,0.0,0,Perdido,0.9997
3865,179.8,0.4,1,1.0,71.92,420,Perdido,1,0,0.0,1,Regular Activo,
1117,179.8,0.4,1,1.0,71.92,116,Activo,1,0,0.0,1,Regular Activo,
3262,179.8,0.4,1,1.0,71.92,107,Activo,1,0,0.0,1,Regular Activo,
3761,179.8,0.4,1,1.0,71.92,1352,Perdido,1,0,0.0,0,Perdido,0.9997
1520,179.8,0.4,1,1.0,71.92,14,Activo,1,0,0.0,1,Regular Activo,
2644,179.8,0.4,1,1.0,71.92,969,Perdido,1,0,0.0,0,Perdido,0.9997
3330,179.8,0.4,1,1.0,71.92,109,Activo,1,0,0.0,1,Regular Activo,
1641,179.8,0.4,1,1.0,71.92,964,Perdido,1,0,0.0,0,Perdido,0.9997
2705,179.8,0.4,1,1.0,71.92,533,Perdido,1,0,0.0,1,Regular Activo,
2431,179.8,0.4,1,1.0,71.92,529,Perdido,1,0,0.0,1,Regular Activo,
2030,179.8,0.4,1,1.0,71.92,1421,Perdido,1,0,0.0,0,Perdido,0.9997
5643,179.8,0.4,1,1.0,71.92,107,Activo,1,0,0.0,1,Regular Activo,
1664,179.8,0.4,1,1.0,71.92,13,Activo,1,0,0.0,1,Regular Activo,
781,179.8,0.4,1,1.0,71.92,985,Perdido,1,0,0.0,0,Perdido,0.9997
1467,159.98,0.4001,1,1.0,64.0,100,Activo,1,0,0.0,1,Regular Activo,
2275,159.98,0.4001,1,1.0,64.0,53,Activo,1,1,1.0,3,Devolutivo,
2276,159.98,0.4001,1,1.0,64.0,1455,Perdido,1,0,0.0,0,Perdido,0.9997
2742,159.98,0.4001,1,1.0,64.0,488,Perdido,1,0,0.0,1,Regular Activo,
3111,159.98,0.4001,1,1.0,64.0,394,Perdido,1,0,0.0,1,Regular Activo,
4383,159.98,0.4001,1,1.0,64.0,89,Activo,1,0,0.0,1,Regular Activo,
1486,159.98,0.4001,1,1.0,64.0,1425,Perdido,1,0,0.0,0,Perdido,0.9997
1366,159.98,0.4001,1,1.0,64.0,916,Perdido,1,0,0.0,0,Perdido,0.9997
4983,159.98,0.4001,1,1.0,64.0,1818,Perdido,1,1,1.0,3,Devolutivo,0.9994
3880,159.98,0.4001,1,1.0,64.0,415,Perdido,1,0,0.0,1,Regular Activo,
1965,159.98,0.4001,1,1.0,64.0,2,Activo,1,0,0.0,1,Regular Activo,
3531,159.98,0.4001,1,1.0,64.0,864,Perdido,1,0,0.0,0,Perdido,0.9998
1445,159.98,0.4001,1,1.0,64.0,74,Activo,1,1,1.0,3,Devolutivo,
5517,159.98,0.4001,1,1.0,64.0,407,Perdido,1,0,0.0,1,Regular Activo,
2466,159.98,0.4001,1,1.0,64.0,932,Perdido,1,0,0.0,0,Perdido,0.9997
3549,159.98,0.4001,1,1.0,64.0,1363,Perdido,1,0,0.0,0,Perdido,0.9997
5609,159.98,0.4001,1,1.0,64.0,1819,Perdido,1,0,0.0,0,Perdido,0.9997
3455,159.98,0.4001,1,1.0,64.0,1744,Perdido,1,0,0.0,0,Perdido,0.9997
5073,159.98,0.4001,1,1.0,64.0,1293,Perdido,1,0,0.0,0,Perdido,0.9997
4512,159.98,0.4001,1,1.0,64.0,112,Activo,1,0,0.0,1,Regular Activo,
2750,159.98,0.4001,1,1.0,64.0,100,Activo,1,0,0.0,1,Regular Activo,
3371,159.98,0.4001,1,1.0,64.0,1326,Perdido,1,0,0.0,0,Perdido,0.9997
5578,159.99,0.4,1,1.0,64.0,394,Perdido,1,1,1.0,3,Devolutivo,
4944,159.99,0.4,1,1.0,64.0,68,Activo,1,0,0.0,1,Regular Activo,
5679,159.98,0.4001,1,1.0,64.0,401,Perdido,1,0,0.0,1,Regular Activo,
4583,159.98,0.4001,1,1.0,64.0,402,Perdido,1,0,0.0,1,Regular Activo,
2300,159.98,0.4001,1,1.0,64.0,23,Activo,1,0,0.0,1,Regular Activo,
3162,159.98,0.4001,1,1.0,64.0,81,Activo,1,0,0.0,1,Regular Activo,
4543,159.98,0.4001,1,1.0,64.0,1312,Perdido,1,0,0.0,0,Perdido,0.9997
2335,159.98,0.4001,1,1.0,64.0,1414,Perdido,1,0,0.0,0,Perdido,0.9997
3715,159.98,0.4001,1,1.0,64.0,1823,Perdido,1,0,0.0,0,Perdido,0.9997
3110,159.98,0.4001,1,1.0,64.0,91,Activo,1,0,0.0,1,Regular Activo,
2823,159.98,0.4001,1,1.0,64.0,1297,Perdido,1,0,0.0,0,Perdido,0.9997
2112,159.98,0.4001,1,1.0,64.0,503,Perdido,1,0,0.0,1,Regular Activo,
4013,159.98,0.4001,1,1.0,64.0,1302,Perdido,1,0,0.0,0,Perdido,0.9997
975,159.98,0.4001,1,1.0,64.0,1396,Perdido,1,0,0.0,0,Perdido,0.9997
1398,159.99,0.4,1,1.0,64.0,966,Perdido,1,0,0.0,0,Perdido,0.9997
5101,159.99,0.4,1,1.0,64.0,1750,Perdido,1,0,0.0,0,Perdido,0.9997
2704,159.99,0.4,1,1.0,64.0,77,Activo,1,0,0.0,1,Regular Activo,
2707,159.99,0.4,1,1.0,64.0,536,Perdido,1,0,0.0,1,Regular Activo,
3694,159.99,0.4,1,1.0,64.0,1286,Perdido,1,0,0.0,0,Perdido,0.9997
5452,159.99,0.4,1,1.0,64.0,68,Activo,1,0,0.0,1,Regular Activo,
4723,159.99,0.4,1,1.0,64.0,1789,Perdido,1,0,0.0,0,Perdido,0.9997
2841,159.99,0.4,1,1.0,64.0,886,Perdido,1,0,0.0,0,Perdido,0.9998
1376,159.99,0.4,1,1.0,64.0,1434,Perdido,1,0,0.0,0,Perdido,0.9997
1688,159.99,0.4,1,1.0,64.0,33,Activo,1,1,1.0,3,Devolutivo,
2005,159.99,0.4,1,1.0,64.0,18,Activo,1,0,0.0,1,Regular Activo,
3234,159.99,0.4,1,1.0,64.0,419,Perdido,1,0,0.0,1,Regular Activo,
2675,159.99,0.4,1,1.0,64.0,1419,Perdido,1,0,0.0,0,Perdido,0.9997
2676,159.99,0.4,1,1.0,64.0,1399,Perdido,1,0,0.0,0,Perdido,0.9997
5723,159.98,0.4001,1,1.0,64.0,65,Activo,1,0,0.0,1,Regular Activo,
901,159.98,0.4001,1,1.0,64.0,1387,Perdido,1,0,0.0,0,Perdido,0.9997
5124,159.99,0.4,1,1.0,64.0,866,Perdido,1,0,0.0,0,Perdido,0.9998
1724,159.99,0.4,1,1.0,64.0,496,Perdido,1,0,0.0,1,Regular Activo,
4332,159.99,0.4,1,1.0,64.0,1284,Perdido,1,0,0.0,0,Perdido,0.9997
2287,159.99,0.4,1,1.0,64.0,487,Perdido,1,0,0.0,1,Regular Activo,
2377,159.99,0.4,1,1.0,64.0,1427,Perdido,1,0,0.0,0,Perdido,0.9997
1538,159.99,0.4,1,1.0,64.0,81,Activo,1,0,0.0,1,Regular Activo,
2009,159.99,0.4,1,1.0,64.0,1458,Perdido,1,0,0.0,0,Perdido,0.9997
1029,159.99,0.4,1,1.0,64.0,85,Activo,1,0,0.0,1,Regular Activo,
4518,159.99,0.4,1,1.0,64.0,1298,Perdido,1,0,0.0,0,Perdido,0.9997
1543,159.99,0.4,1,1.0,64.0,919,Perdido,1,0,0.0,0,Perdido,0.9997
3602,159.99,0.4,1,1.0,64.0,1813,Perdido,1,0,0.0,0,Perdido,0.9997
2000,159.99,0.4,1,1.0,64.0,40,Activo,1,0,0.0,1,Regular Activo,
4302,159.99,0.4,1,1.0,64.0,1770,Perdido,1,0,0.0,0,Perdido,0.9997
1589,159.99,0.4,1,1.0,64.0,952,Perdido,1,0,0.0,0,Perdido,0.9997
4572,159.99,0.4,1,1.0,64.0,89,Activo,1,0,0.0,1,Regular Activo,
1341,159.99,0.4,1,1.0,64.0,982,Perdido,1,0,0.0,0,Perdido,0.9997
4779,159.99,0.4,1,1.0,64.0,403,Perdido,1,0,0.0,1,Regular Activo,
1522,159.99,0.4,1,1.0,64.0,1438,Perdido,1,0,0.0,0,Perdido,0.9997
3708,159.99,0.4,1,1.0,64.0,84,Activo,1,0,0.0,1,Regular Activo,
1714,159.99,0.4,1,1.0,64.0,100,Activo,1,0,0.0,1,Regular Activo,
3220,159.99,0.4,1,1.0,64.0,1819,Perdido,1,0,0.0,0,Perdido,0.9997
3293,159.99,0.4,1,1.0,64.0,1369,Perdido,1,0,0.0,0,Perdido,0.9997
2663,159.99,0.4,1,1.0,64.0,94,Activo,1,0,0.0,1,Regular Activo,
3274,159.99,0.4,1,1.0,64.0,864,Perdido,1,0,0.0,0,Perdido,0.9998
856,159.99,0.4,1,1.0,64.0,114,Activo,1,0,0.0,1,Regular Activo,
1028,159.99,0.4,1,1.0,64.0,1393,Perdido,1,0,0.0,0,Perdido,0.9997
5385,159.99,0.4,1,1.0,64.0,1363,Perdido,1,0,0.0,0,Perdido,0.9997
1035,159.99,0.4,1,1.0,64.0,92,Activo,1,0,0.0,1,Regular Activo,
2274,159.99,0.4,1,1.0,64.0,497,Perdido,1,0,0.0,1,Regular Activo,
5067,159.99,0.4,1,1.0,64.0,120,Activo,1,0,0.0,1,Regular Activo,
3799,159.99,0.4,1,1.0,64.0,395,Perdido,1,0,0.0,1,Regular Activo,
2256,159.99,0.4,1,1.0,64.0,45,Activo,1,0,0.0,1,Regular Activo,
2260,159.99,0.4,1,1.0,64.0,97,Activo,1,0,0.0,1,Regular Activo,
3808,159.99,0.4,1,1.0,64.0,1789,Perdido,1,0,0.0,0,Perdido,0.9997
3811,159.99,0.4,1,1.0,64.0,1310,Perdido,1,0,0.0,0,Perdido,0.9997
2071,159.99,0.4,1,1.0,64.0,110,Activo,1,0,0.0,1,Regular Activo,
2056,159.99,0.4,1,1.0,64.0,923,Perdido,1,0,0.0,0,Perdido,0.9997
2990,159.99,0.4,1,1.0,64.0,1789,Perdido,1,0,0.0,0,Perdido,0.9997
5024,159.99,0.4,1,1.0,64.0,1295,Perdido,1,0,0.0,0,Perdido,0.9997
2926,159.99,0.4,1,1.0,64.0,1820,Perdido,1,0,0.0,0,Perdido,0.9997
783,159.99,0.4,1,1.0,64.0,77,Activo,1,0,0.0,1,Regular Activo,
5735,159.99,0.4,1,1.0,64.0,387,Perdido,1,0,0.0,1,Regular Activo,
2915,159.99,0.4,1,1.0,64.0,62,Activo,1,1,1.0,3,Devolutivo,
3594,159.99,0.4,1,1.0,64.0,1804,Perdido,1,1,1.0,3,Devolutivo,0.9994
2420,159.99,0.4,1,1.0,64.0,504,Perdido,1,0,0.0,1,Regular Activo,
2409,159.99,0.4,1,1.0,64.0,536,Perdido,1,0,0.0,1,Regular Activo,
3298,159.99,0.4,1,1.0,64.0,107,Activo,1,0,0.0,1,Regular Activo,
2456,159.99,0.4,1,1.0,64.0,1421,Perdido,1,0,0.0,0,Perdido,0.9997
2445,159.99,0.4,1,1.0,64.0,4,Activo,1,0,0.0,1,Regular Activo,
1646,159.99,0.4,1,1.0,64.0,1406,Perdido,1,0,0.0,0,Perdido,0.9997
1273,159.99,0.4,1,1.0,64.0,544,Perdido,1,0,0.0,1,Regular Activo,
2279,159.99,0.4,1,1.0,64.0,1447,Perdido,1,0,0.0,0,Perdido,0.9997
1504,159.99,0.4,1,1.0,64.0,106,Activo,1,0,0.0,1,Regular Activo,
1890,159.99,0.4,1,1.0,64.0,954,Perdido,1,0,0.0,0,Perdido,0.9997
3216,159.99,0.4,1,1.0,64.0,1743,Perdido,1,0,0.0,0,Perdido,0.9997
5664,159.99,0.4,1,1.0,64.0,1346,Perdido,1,0,0.0,0,Perdido,0.9997
1670,159.99,0.4,1,1.0,64.0,33,Activo,1,0,0.0,1,Regular Activo,
1672,159.99,0.4,1,1.0,64.0,74,Activo,1,0,0.0,1,Regular Activo,
4604,159.99,0.4,1,1.0,64.0,901,Perdido,1,0,0.0,0,Perdido,0.9997
2438,159.99,0.4,1,1.0,64.0,492,Perdido,1,0,0.0,1,Regular Activo,
5118,159.99,0.4,1,1.0,64.0,390,Perdido,1,0,0.0,1,Regular Activo,
3576,159.99,0.4,1,1.0,64.0,1329,Perdido,1,0,0.0,0,Perdido,0.9997
5486,159.99,0.4,1,1.0,64.0,415,Perdido,1,0,0.0,1,Regular Activo,
5155,159.99,0.4,1,1.0,64.0,885,Perdido,1,0,0.0,0,Perdido,0.9998
4461,159.99,0.4,1,1.0,64.0,368,Perdido,1,0,0.0,1,Regular Activo,
2217,159.99,0.4,1,1.0,64.0,44,Activo,1,0,0.0,1,Regular Activo,
1461,159.99,0.4,1,1.0,64.0,525,Perdido,1,0,0.0,1,Regular Activo,
2080,159.99,0.4,1,1.0,64.0,519,Perdido,1,0,0.0,1,Regular Activo,
1836,159.99,0.4,1,1.0,64.0,1419,Perdido,1,0,0.0,0,Perdido,0.9997
2435,159.99,0.4,1,1.0,64.0,34,Activo,1,0,0.0,1,Regular Activo,
3069,159.99,0.4,1,1.0,64.0,859,Perdido,1,0,0.0,0,Perdido,0.9998
4599,159.99,0.4,1,1.0,64.0,421,Perdido,1,0,0.0,1,Regular Activo,
2860,159.99,0.4,1,1.0,64.0,85,Activo,1,0,0.0,1,Regular Activo,
4838,159.99,0.4,1,1.0,64.0,870,Perdido,1,1,1.0,3,Devolutivo,0.9996
5051,159.99,0.4,1,1.0,64.0,414,Perdido,1,0,0.0,1,Regular Activo,
3553,159.99,0.4,1,1.0,64.0,1740,Perdido,1,0,0.0,0,Perdido,0.9997
1307,159.99,0.4,1,1.0,64.0,19,Activo,1,0,0.0,1,Regular Activo,
3301,159.99,0.4,1,1.0,64.0,881,Perdido,1,0,0.0,0,Perdido,0.9998
2075,159.99,0.4,1,1.0,64.0,993,Perdido,1,0,0.0,0,Perdido,0.9997
1213,159.99,0.4,1,1.0,64.0,15,Activo,1,0,0.0,1,Regular Activo,
4038,159.99,0.4,1,1.0,64.0,401,Perdido,1,0,0.0,1,Regular Activo,
3872,159.99,0.4,1,1.0,64.0,1307,Perdido,1,0,0.0,0,Perdido,0.9997
4811,159.99,0.4,1,1.0,64.0,866,Perdido,1,1,1.0,3,Devolutivo,0.9996
1063,159.99,0.4,1,1.0,64.0,541,Perdido,1,0,0.0,1,Regular Activo,
5382,159.99,0.4,1,1.0,64.0,390,Perdido,1,0,0.0,1,Regular Activo,
5496,159.99,0.4,1,1.0,64.0,1358,Perdido,1,0,0.0,0,Perdido,0.9997
1838,159.99,0.4,1,1.0,64.0,98,Activo,1,0,0.0,1,Regular Activo,
1968,159.99,0.4,1,1.0,64.0,78,Activo,1,0,0.0,1,Regular Activo,
3191,159.99,0.4,1,1.0,64.0,1367,Perdido,1,0,0.0,0,Perdido,0.9997
2485,159.99,0.4,1,1.0,64.0,508,Perdido,1,0,0.0,1,Regular Activo,
3528,159.99,0.4,1,1.0,64.0,1337,Perdido,1,0,0.0,0,Perdido,0.9997
5698,159.99,0.4,1,1.0,64.0,1786,Perdido,1,0,0.0,0,Perdido,0.9997
2857,159.99,0.4,1,1.0,64.0,1329,Perdido,1,0,0.0,0,Perdido,0.9997
3051,159.99,0.4,1,1.0,64.0,1365,Perdido,1,0,0.0,0,Perdido,0.9997
1238,159.99,0.4,1,1.0,64.0,44,Activo,1,0,0.0,1,Regular Activo,
3467,159.99,0.4,1,1.0,64.0,1350,Perdido,1,0,0.0,0,Perdido,0.9997
3319,159.99,0.4,1,1.0,64.0,70,Activo,1,0,0.0,1,Regular Activo,
3892,159.99,0.4,1,1.0,64.0,1350,Perdido,1,0,0.0,0,Perdido,0.9997
1074,159.99,0.4,1,1.0,64.0,118,Activo,1,0,0.0,1,Regular Activo,
4386,159.99,0.4,1,1.0,64.0,1805,Perdido,1,0,0.0,0,Perdido,0.9997
4394,159.99,0.4,1,1.0,64.0,73,Activo,1,0,0.0,1,Regular Activo,
4165,159.99,0.4,1,1.0,64.0,117,Activo,1,0,0.0,1,Regular Activo,
1349,159.99,0.4,1,1.0,64.0,100,Activo,1,0,0.0,1,Regular Activo,
3833,159.99,0.4,1,1.0,64.0,1308,Perdido,1,0,0.0,0,Perdido,0.9997
3825,159.99,0.4,1,1.0,64.0,1355,Perdido,1,2,2.0,3,Devolutivo,0.9994
4364,159.99,0.4,1,1.0,64.0,365,En riesgo,1,0,0.0,1,Regular Activo,
2617,159.99,0.4,1,1.0,64.0,535,Perdido,1,0,0.0,1,Regular Activo,
3309,159.99,0.4,1,1.0,64.0,1795,Perdido,1,0,0.0,0,Perdido,0.9997
1626,159.99,0.4,1,1.0,64.0,954,Perdido,1,0,0.0,0,Perdido,0.9997
3875,159.99,0.4,1,1.0,64.0,412,Perdido,1,0,0.0,1,Regular Activo,
1153,159.99,0.4,1,1.0,64.0,31,Activo,1,0,0.0,1,Regular Activo,
5235,159.99,0.4,1,1.0,64.0,1318,Perdido,1,0,0.0,0,Perdido,0.9997
5231,159.99,0.4,1,1.0,64.0,1796,Perdido,1,0,0.0,0,Perdido,0.9997
2877,159.99,0.4,1,1.0,64.0,77,Activo,1,0,0.0,1,Regular Activo,
1422,159.99,0.4,1,1.0,64.0,96,Activo,1,0,0.0,1,Regular Activo,
3174,159.99,0.4,1,1.0,64.0,403,Perdido,1,0,0.0,1,Regular Activo,
2776,159.99,0.4,1,1.0,64.0,899,Perdido,1,0,0.0,0,Perdido,0.9997
4428,159.99,0.4,1,1.0,64.0,910,Perdido,1,0,0.0,0,Perdido,0.9997
4450,159.99,0.4,1,1.0,64.0,1797,Perdido,1,0,0.0,0,Perdido,0.9997
1355,159.99,0.4,1,1.0,64.0,61,Activo,1,0,0.0,1,Regular Activo,
2604,159.99,0.4,1,1.0,64.0,116,Activo,1,0,0.0,1,Regular Activo,
3324,159.99,0.4,1,1.0,64.0,399,Perdido,1,0,0.0,1,Regular Activo,
3331,159.99,0.4,1,1.0,64.0,106,Activo,1,0,0.0,1,Regular Activo,
3482,159.99,0.4,1,1.0,64.0,1316,Perdido,1,0,0.0,0,Perdido,0.9997
3487,159.99,0.4,1,1.0,64.0,1804,Perdido,1,0,0.0,0,Perdido,0.9997
4396,159.99,0.4,1,1.0,64.0,408,Perdido,1,1,1.0,3,Devolutivo,
3454,159.99,0.4,1,1.0,64.0,101,Activo,1,0,0.0,1,Regular Activo,
827,159.99,0.4,1,1.0,64.0,108,Activo,1,0,0.0,1,Regular Activo,
4384,159.99,0.4,1,1.0,64.0,395,Perdido,1,0,0.0,1,Regular Activo,
5334,159.99,0.4,1,1.0,64.0,853,Perdido,1,0,0.0,0,Perdido,0.9998
1825,159.99,0.4,1,1.0,64.0,4,Activo,1,0,0.0,1,Regular Activo,
2093,159.99,0.4,1,1.0,64.0,1385,Perdido,1,0,0.0,0,Perdido,0.9997
3099,159.99,0.4,1,1.0,64.0,1780,Perdido,1,0,0.0,0,Perdido,0.9997
3148,159.99,0.4,1,1.0,64.0,409,Perdido,1,0,0.0,1,Regular Activo,
3938,159.99,0.4,1,1.0,64.0,900,Perdido,1,0,0.0,0,Perdido,0.9997
4022,159.99,0.4,1,1.0,64.0,908,Perdido,1,0,0.0,0,Perdido,0.9997
5332,159.99,0.4,1,1.0,64.0,886,Perdido,1,0,0.0,0,Perdido,0.9998
5330,159.99,0.4,1,1.0,64.0,870,Perdido,1,1,1.0,3,Devolutivo,0.9996
5326,159.99,0.4,1,1.0,64.0,417,Perdido,1,0,0.0,1,Regular Activo,
3963,159.99,0.4,1,1.0,64.0,376,Perdido,1,0,0.0,1,Regular Activo,
3340,159.99,0.4,1,1.0,64.0,81,Activo,1,1,1.0,3,Devolutivo,
2607,159.99,0.4,1,1.0,64.0,107,Activo,1,1,1.0,3,Devolutivo,
3350,159.99,0.4,1,1.0,64.0,1780,Perdido,1,0,0.0,0,Perdido,0.9997
3349,159.99,0.4,1,1.0,64.0,377,Perdido,1,0,0.0,1,Regular Activo,
4702,159.99,0.4,1,1.0,64.0,107,Activo,1,0,0.0,1,Regular Activo,
4006,159.99,0.4,1,1.0,64.0,62,Activo,1,0,0.0,1,Regular Activo,
3982,159.99,0.4,1,1.0,64.0,66,Activo,1,0,0.0,1,Regular Activo,
4000,159.99,0.4,1,1.0,64.0,116,Activo,1,0,0.0,1,Regular Activo,
3997,159.99,0.4,1,1.0,64.0,80,Activo,1,0,0.0,1,Regular Activo,
1603,159.99,0.4,1,1.0,64.0,1430,Perdido,1,0,0.0,0,Perdido,0.9997
3994,159.99,0.4,1,1.0,64.0,385,Perdido,1,0,0.0,1,Regular Activo,
3990,159.99,0.4,1,1.0,64.0,1762,Perdido,1,0,0.0,0,Perdido,0.9997
3140,159.99,0.4,1,1.0,64.0,1300,Perdido,1,0,0.0,0,Perdido,0.9997
4687,159.99,0.4,1,1.0,64.0,911,Perdido,1,0,0.0,0,Perdido,0.9997
2550,159.99,0.4,1,1.0,64.0,49,Activo,1,0,0.0,1,Regular Activo,
2544,159.99,0.4,1,1.0,64.0,97,Activo,1,0,0.0,1,Regular Activo,
911,159.99,0.4,1,1.0,64.0,1443,Perdido,1,1,1.0,3,Devolutivo,0.9994
1822,159.99,0.4,1,1.0,64.0,521,Perdido,1,0,0.0,1,Regular Activo,
3409,159.98,0.4001,1,1.0,64.0,858,Perdido,1,0,0.0,0,Perdido,0.9998
3031,159.98,0.4001,1,1.0,64.0,74,Activo,1,0,0.0,1,Regular Activo,
3032,159.98,0.4001,1,1.0,64.0,868,Perdido,1,0,0.0,0,Perdido,0.9998
4257,159.98,0.4001,1,1.0,64.0,1289,Perdido,1,0,0.0,0,Perdido,0.9997
2913,159.98,0.4001,1,1.0,64.0,72,Activo,1,0,0.0,1,Regular Activo,
771,159.98,0.4001,1,1.0,64.0,1446,Perdido,1,0,0.0,0,Perdido,0.9997
2941,159.98,0.4001,1,1.0,64.0,1295,Perdido,1,1,1.0,3,Devolutivo,0.9994
2938,159.99,0.4,1,1.0,64.0,898,Perdido,1,0,0.0,0,Perdido,0.9997
1183,159.99,0.4,1,1.0,64.0,993,Perdido,1,0,0.0,0,Perdido,0.9997
2554,159.99,0.4,1,1.0,64.0,1436,Perdido,1,0,0.0,0,Perdido,0.9997
1353,159.99,0.4,1,1.0,64.0,921,Perdido,1,0,0.0,0,Perdido,0.9997
4210,159.99,0.4,1,1.0,64.0,95,Activo,1,0,0.0,1,Regular Activo,
4966,159.99,0.4,1,1.0,64.0,1762,Perdido,1,0,0.0,0,Perdido,0.9997
4295,159.99,0.4,1,1.0,64.0,86,Activo,1,0,0.0,1,Regular Activo,
1898,159.99,0.4,1,1.0,64.0,51,Activo,1,0,0.0,1,Regular Activo,
1569,159.99,0.4,1,1.0,64.0,23,Activo,1,0,0.0,1,Regular Activo,
5548,159.98,0.4001,1,1.0,64.0,1316,Perdido,1,0,0.0,0,Perdido,0.9997
5204,159.98,0.4001,1,1.0,64.0,895,Perdido,1,0,0.0,0,Perdido,0.9997
2511,159.98,0.4001,1,1.0,64.0,531,Perdido,1,0,0.0,1,Regular Activo,
4674,159.98,0.4001,1,1.0,64.0,407,Perdido,1,0,0.0,1,Regular Activo,
2631,159.98,0.4001,1,1.0,64.0,117,Activo,1,0,0.0,1,Regular Activo,
5263,159.98,0.4001,1,1.0,64.0,1353,Perdido,1,0,0.0,0,Perdido,0.9997
3428,159.98,0.4001,1,1.0,64.0,398,Perdido,1,0,0.0,1,Regular Activo,
1590,159.98,0.4001,1,1.0,64.0,1429,Perdido,1,0,0.0,0,Perdido,0.9997
4898,159.98,0.4001,1,1.0,64.0,85,Activo,1,0,0.0,1,Regular Activo,
3364,159.98,0.4001,1,1.0,64.0,907,Perdido,1,0,0.0,0,Perdido,0.9997
1887,159.98,0.4001,1,1.0,64.0,500,Perdido,1,1,1.0,3,Devolutivo,
1563,159.98,0.4001,1,1.0,64.0,99,Activo,1,0,0.0,1,Regular Activo,
5563,159.98,0.4001,1,1.0,64.0,114,Activo,1,0,0.0,1,Regular Activo,
4262,159.98,0.4001,1,1.0,64.0,895,Perdido,1,0,0.0,0,Perdido,0.9997
1323,159.98,0.4001,1,1.0,64.0,976,Perdido,1,0,0.0,0,Perdido,0.9997
5539,159.98,0.4001,1,1.0,64.0,1761,Perdido,1,0,0.0,0,Perdido,0.9997
2706,159.98,0.4001,1,1.0,64.0,112,Activo,1,1,1.0,3,Devolutivo,
5166,159.98,0.4001,1,1.0,64.0,871,Perdido,1,0,0.0,0,Perdido,0.9998
4417,159.98,0.4001,1,1.0,64.0,418,Perdido,1,0,0.0,1,Regular Activo,
3977,159.98,0.4001,1,1.0,64.0,90,Activo,1,0,0.0,1,Regular Activo,
767,159.98,0.4001,1,1.0,64.0,1399,Perdido,1,0,0.0,0,Perdido,0.9997
2971,159.98,0.4001,1,1.0,64.0,383,Perdido,1,0,0.0,1,Regular Activo,
1322,159.98,0.4001,1,1.0,64.0,541,Perdido,1,0,0.0,1,Regular Activo,
4767,159.98,0.4001,1,1.0,64.0,1782,Perdido,1,1,1.0,3,Devolutivo,0.9994
4331,159.98,0.4001,1,1.0,64.0,405,Perdido,1,0,0.0,1,Regular Activo,
804,159.98,0.4001,1,1.0,64.0,1,Activo,1,0,0.0,1,Regular Activo,
1456,159.98,0.4001,1,1.0,64.0,975,Perdido,1,0,0.0,0,Perdido,0.9997
2042,159.98,0.4001,1,1.0,64.0,507,Perdido,1,0,0.0,1,Regular Activo,
5688,159.98,0.4001,1,1.0,64.0,909,Perdido,1,0,0.0,0,Perdido,0.9997
5647,159.98,0.4001,1,1.0,64.0,855,Perdido,1,0,0.0,0,Perdido,0.9998
3246,159.98,0.4001,1,1.0,64.0,1808,Perdido,1,0,0.0,0,Perdido,0.9997
3241,159.98,0.4001,1,1.0,64.0,395,Perdido,1,0,0.0,1,Regular Activo,
3944,159.98,0.4001,1,1.0,64.0,1346,Perdido,1,0,0.0,0,Perdido,0.9997
2843,159.98,0.4001,1,1.0,64.0,1755,Perdido,1,0,0.0,0,Perdido,0.9997
4031,159.98,0.4001,1,1.0,64.0,420,Perdido,1,1,1.0,3,Devolutivo,
4560,159.98,0.4001,1,1.0,64.0,420,Perdido,1,0,0.0,1,Regular Activo,
1682,159.98,0.4001,1,1.0,64.0,19,Activo,1,1,1.0,3,Devolutivo,
863,159.98,0.4001,1,1.0,64.0,1411,Perdido,1,0,0.0,0,Perdido,0.9997
5721,159.98,0.4001,1,1.0,64.0,1361,Perdido,1,0,0.0,0,Perdido,0.9997
791,159.98,0.4001,1,1.0,64.0,927,Perdido,1,0,0.0,0,Perdido,0.9997
3920,159.98,0.4001,1,1.0,64.0,410,Perdido,1,0,0.0,1,Regular Activo,
3773,159.98,0.4001,1,1.0,64.0,859,Perdido,1,0,0.0,0,Perdido,0.9998
3213,159.98,0.4001,1,1.0,64.0,1308,Perdido,1,2,2.0,3,Devolutivo,0.9994
2286,159.98,0.4001,1,1.0,64.0,539,Perdido,1,0,0.0,1,Regular Activo,
4806,159.98,0.4001,1,1.0,64.0,367,Perdido,1,0,0.0,1,Regular Activo,
2788,159.98,0.4001,1,1.0,64.0,423,Perdido,1,0,0.0,1,Regular Activo,
